,TITLE,ASSIGNMENT,RACE/ETHNICITY,AGE,YEARS_IN_SERVICE,DEGREE,CITY_RESIDENT?,AGENCY,FIRST_NAME,LAST_NAME,EMAIL,GENDER,IP_ADDRESS
187,POLICE SERGEANT,DDU-ND,AFRICAN AMERICAN,54.0,32.0,HGH SCHOOL GRADUATE,NO,BPD,Egor,Petric,epetrica1@ed.gov,MALE,6.3.47.113
188,POLICE LIEUTENANT,DDU-NED,AFRICAN AMERICAN,38.0,19.0,HGH SCHOOL GRADUATE,NO,BPD,Hamlin,Peoples,hpeoplesa4@state.tx.us,MALE,205.15.146.102
189,POLICE OFFICER,DDU-NED,WHITE,32.0,11.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Harlan,Kampshell,hkampshella6@hugedomains.com,MALE,73.21.133.222
190,POLICE OFFICER,DDU-NED,EAST-INDIAN,28.0,5.0,HGH SCHOOL GRADUATE,NO,BPD,Prescott,Baish,pbaishaa@macromedia.com,MALE,57.129.10.211
191,POLICE OFFICER,DDU-NED,WHITE,28.0,6.0,HGH SCHOOL GRADUATE,YES,BPD,Franciskus,Cawker,fcawkerab@github.com,MALE,236.46.90.31
192,POLICE OFFICER,DDU-NED,AFRICAN AMERICAN,35.0,6.0,HIGH SCHOOL GED / EQUIVALENCY,NO,BPD,Ebeneser,Swayte,eswaytead@admin.ch,MALE,162.132.3.228
193,POLICE SERGEANT,DDU-NED,OTHER ASIAN,34.0,12.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Gino,Iori,gioriah@webs.com,MALE,180.64.44.151
194,POLICE SERGEANT,DDU-NED,WHITE,37.0,10.0,1 YEAR COLLEGE OR LESS,NO,BPD,Quint,Stokell,qstokellai@auda.org.au,MALE,244.250.163.216
195,POLICE SERGEANT,DDU-NED,WHITE,37.0,14.0,HGH SCHOOL GRADUATE,NO,BPD,Ade,Gamell,agamellaj@unc.edu,MALE,224.29.70.150
196,POLICE SERGEANT,DDU-NED,AFRICAN AMERICAN,44.0,24.0,1 YEAR COLLEGE OR LESS,NO,BPD,Ruggiero,Pepperill,rpepperillak@plala.or.jp,MALE,187.219.4.27
197,POLICE OFFICER,DDU-NWD,WHITE,48.0,24.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Samuel,Lyte,slyteam@reverbnation.com,MALE,221.240.80.139
198,POLICE OFFICER,DDU-NWD,AFRICAN AMERICAN,37.0,15.0,HGH SCHOOL GRADUATE,NO,BPD,Niven,Quinet,nquinetaq@disqus.com,MALE,104.179.226.96
199,POLICE OFFICER,DDU-NWD,OTHER HISPANIC,39.0,9.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Jermaine,Gatiss,jgatissau@state.tx.us,MALE,25.107.189.60
200,POLICE OFFICER,DDU-NWD,AFRICAN AMERICAN,42.0,16.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Bev,Broxup,bbroxupax@ibm.com,MALE,106.95.190.150
201,POLICE OFFICER,DDU-NWD,WHITE,34.0,9.0,HGH SCHOOL GRADUATE,NO,BPD,Bartel,Fairnie,bfairnieb0@google.cn,MALE,73.125.51.186
202,POLICE SERGEANT,DDU-NWD,AFRICAN AMERICAN,45.0,23.0,HGH SCHOOL GRADUATE,NO,BPD,Shepard,Germain,sgermainb6@vistaprint.com,MALE,123.27.28.23
203,POLICE LIEUTENANT,DDU-SD,WHITE,40.0,16.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Augy,Rackley,arackleyb7@rakuten.co.jp,MALE,231.131.18.56
204,POLICE OFFICER,DDU-SD,WHITE,32.0,7.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Stillmann,Penkman,spenkmanbc@issuu.com,MALE,67.25.39.227
205,POLICE OFFICER,DDU-SD,AFRICAN AMERICAN,46.0,11.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Steward,Durrance,sdurrancebd@so-net.ne.jp,MALE,139.86.169.216
206,POLICE OFFICER,DDU-SD,WHITE,60.0,13.0,3 YEARS COLLEGE,NO,BPD,Morie,Candish,mcandishbf@wordpress.org,MALE,105.68.109.156
207,POLICE OFFICER,DDU-SD,WHITE,39.0,15.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Carlo,Ney,cneybh@vkontakte.ru,MALE,165.3.102.21
208,POLICE OFFICER,DDU-SD,OTHER HISPANIC,43.0,12.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Johny,Langelay,jlangelaybi@prnewswire.com,MALE,76.251.162.13
209,POLICE OFFICER,DDU-SD,AFRICAN AMERICAN,44.0,21.0,HGH SCHOOL GRADUATE,NO,BPD,Kerby,Yeaman,kyeamanbl@amazon.de,MALE,55.42.181.89
210,POLICE OFFICER,DDU-SD,WHITE,28.0,5.0,HGH SCHOOL GRADUATE,NO,BPD,Kale,Murrells,kmurrellsbm@hatena.ne.jp,MALE,216.104.19.8
211,POLICE OFFICER,DDU-SD,WHITE,50.0,11.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Aldis,Kemetz,akemetzbn@weibo.com,MALE,118.72.175.57
212,POLICE OFFICER,DDU-SD,WHITE,30.0,6.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Bren,Jarvie,bjarviebo@scribd.com,MALE,41.210.125.103
213,POLICE OFFICER,DDU-SED,WHITE,46.0,11.0,A.A. COMPLETED & RECEIVED,NO,BPD,Bendick,Pedican,bpedicanbq@ca.gov,MALE,151.6.162.125
214,POLICE OFFICER,DDU-SED,WHITE,36.0,10.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Jakie,Castiglione,jcastiglionebr@house.gov,MALE,152.111.95.186
215,POLICE OFFICER,DDU-SED,AFRICAN AMERICAN,40.0,19.0,1 YEAR COLLEGE OR LESS,NO,BPD,Thatcher,Harkins,tharkinsbt@narod.ru,MALE,255.250.211.43
216,POLICE OFFICER,DDU-SED,WHITE,25.0,4.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Reinald,Comolli,rcomollibu@shutterfly.com,MALE,14.254.145.207
217,POLICE OFFICER,DDU-SED,WHITE,46.0,18.0,4 YEARS COLLEGE,NO,BPD,Ezra,Arnfield,earnfieldbv@biglobe.ne.jp,MALE,158.131.45.172
218,POLICE OFFICER,DDU-SED,WHITE,32.0,7.0,A.A. COMPLETED & RECEIVED,NO,BPD,Sherlocke,Oloshkin,soloshkinc0@nih.gov,MALE,19.101.86.136
219,POLICE OFFICER,DDU-SED,WHITE,42.0,17.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Arny,Froud,afroudc3@topsy.com,MALE,143.32.222.176
220,POLICE OFFICER,DDU-SED,WHITE,33.0,12.0,HGH SCHOOL GRADUATE,NO,BPD,Wayne,Ploughwright,wploughwrightc5@stumbleupon.com,MALE,34.189.153.21
221,POLICE OFFICER,DDU-SED,OTHER HISPANIC,36.0,5.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Westbrooke,Reedick,wreedickc6@amazon.com,MALE,239.149.226.0
222,POLICE SERGEANT,DDU-SED,WHITE,39.0,12.0,HGH SCHOOL GRADUATE,NO,BPD,Emmett,Bleesing,ebleesingc7@miitbeian.gov.cn,MALE,106.87.2.63
223,POLICE SERGEANT,DDU-SED,WHITE,34.0,15.0,HGH SCHOOL GRADUATE,NO,BPD,Jake,Edridge,jedridgec8@wiley.com,MALE,186.44.158.178
224,POLICE LIEUTENANT,DDU-SWD,WHITE,42.0,19.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Goddart,Lusher,glusherca@businessweek.com,MALE,51.48.83.195
225,POLICE OFFICER,DDU-SWD,WHITE,31.0,7.0,HGH SCHOOL GRADUATE,NO,BPD,Alonso,Beushaw,abeushawcb@icio.us,MALE,150.220.220.123
226,POLICE OFFICER,DDU-SWD,AFRICAN AMERICAN,32.0,7.0,HIGH SCHOOL GED / EQUIVALENCY,NO,BPD,Conan,Witard,cwitardcj@whitehouse.gov,MALE,145.12.42.37
227,POLICE OFFICER,DDU-SWD,WHITE,41.0,17.0,1 YEAR COLLEGE OR LESS,NO,BPD,Berti,Mackinder,bmackinderck@berkeley.edu,MALE,187.103.13.249
228,POLICE OFFICER,DDU-SWD,WHITE,35.0,12.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Bradford,Yurocjkin,byurocjkincr@geocities.com,MALE,37.244.174.178
229,POLICE OFFICER,DDU-SWD,AFRICAN AMERICAN,60.0,22.0,HGH SCHOOL GRADUATE,NO,BPD,Svend,Sidebottom,ssidebottomcu@photobucket.com,MALE,19.14.210.42
230,POLICE OFFICER,DDU-SWD,WHITE,28.0,6.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Cull,Muttitt,cmuttittcv@slate.com,MALE,5.249.186.26
231,POLICE OFFICER,DDU-SWD,AFRICAN AMERICAN,46.0,19.0,HGH SCHOOL GRADUATE,NO,BPD,Hobey,Gilvary,hgilvarycx@google.fr,MALE,138.184.165.185
232,POLICE SERGEANT,DDU-SWD,WHITE,37.0,11.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Brig,Richarson,bricharsoncy@ihg.com,MALE,161.11.159.135
233,POLICE SERGEANT,DDU-SWD,WHITE,62.0,33.0,A.A. COMPLETED & RECEIVED,NO,BPD,Sargent,McLorinan,smclorinand2@rediff.com,MALE,147.30.98.189
234,POLICE OFFICER,DDU-WD,WHITE,32.0,8.0,HGH SCHOOL GRADUATE,NO,BPD,Emlen,Roughsedge,eroughsedged3@princeton.edu,MALE,7.28.149.244
235,POLICE OFFICER,DDU-WD,WHITE,36.0,13.0,1 YEAR COLLEGE OR LESS,NO,BPD,Dirk,McShirie,dmcshiried5@miibeian.gov.cn,MALE,26.151.133.4
236,POLICE OFFICER,DDU-WD,AFRICAN AMERICAN,44.0,14.0,3 YEARS COLLEGE,NO,BPD,Kirk,Jeannesson,kjeannessond8@furl.net,MALE,57.237.205.57
237,POLICE OFFICER,DDU-WD,WHITE,38.0,19.0,HGH SCHOOL GRADUATE,NO,BPD,Albie,Esome,aesomed9@deliciousdays.com,MALE,55.79.107.43
238,POLICE OFFICER,DDU-WD,AFRICAN AMERICAN,31.0,7.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Vick,Perryman,vperrymanda@github.io,MALE,149.132.42.237
239,POLICE OFFICER,DDU-WD,WHITE,29.0,8.0,HGH SCHOOL GRADUATE,NO,BPD,Pace,McFaell,pmcfaelldc@tripadvisor.com,MALE,75.176.252.229
240,POLICE OFFICER,DDU-WD,AFRICAN AMERICAN,41.0,7.0,2 YEARS COLLEGE; NO A. A.,YES,BPD,Normand,Gieves,ngievesde@blogspot.com,MALE,101.30.71.154
241,POLICE OFFICER,DDU-WD,WHITE,48.0,17.0,HGH SCHOOL GRADUATE,NO,BPD,Bing,Barbie,bbarbiedf@mapquest.com,MALE,60.6.108.81
242,POLICE OFFICER,DDU-WD,AFRICAN AMERICAN,49.0,16.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Noah,Radnedge,nradnedgedm@studiopress.com,MALE,121.67.97.198
243,POLICE OFFICER,DDU-WD,WHITE,31.0,6.0,5 YEARS COLLEGE,NO,BPD,Tristan,Gaymar,tgaymardn@fda.gov,MALE,94.219.38.20
244,POLICE SERGEANT,DDU-WD,AFRICAN AMERICAN,47.0,27.0,HGH SCHOOL GRADUATE,NO,BPD,Reagen,Floodgate,rfloodgatedo@npr.org,MALE,156.9.49.86
245,POLICE LIEUTENANT EID,DEPLOYMENT UNIT,WHITE,38.0,16.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Judon,Kewish,jkewishdr@nymag.com,MALE,249.41.86.182
246,POLICE OFFICER,DEPLOYMENT UNIT,AFRICAN AMERICAN,40.0,14.0,HIGH SCHOOL GED / EQUIVALENCY,NO,BPD,Corbie,Burker,cburkerdt@nature.com,MALE,221.109.35.35
247,POLICE OFFICER,DEPLOYMENT UNIT,WHITE,42.0,15.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Jude,Gilberthorpe,jgilberthorpedu@drupal.org,MALE,239.239.230.19
248,POLICE LIEUTENANT COLONEL,DEPUTY COMM/CRIME REDUCTION BUR,WHITE,41.0,19.0,1 YEAR COLLEGE OR LESS,NO,BPD,Seumas,Lindenbaum,slindenbaumdx@google.cn,MALE,54.50.168.153
249,CAPTAIN,EASTERN DISTRICT,AFRICAN AMERICAN,41.0,18.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Haywood,Berling,hberlinge1@sohu.com,MALE,180.227.52.42
250,POLICE LIEUTENANT,EASTERN DISTRICT,AFRICAN AMERICAN,44.0,20.0,DOCTORATE COMPLETED & RECEIVED,YES,BPD,Chas,Rakes,crakese3@usda.gov,MALE,201.201.56.101
251,POLICE LIEUTENANT,EASTERN DISTRICT,AFRICAN AMERICAN,46.0,17.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Cristian,Duxbury,cduxburye8@google.pl,MALE,121.8.180.184
252,POLICE LIEUTENANT,EASTERN DISTRICT,WHITE,40.0,18.0,HGH SCHOOL GRADUATE,NO,BPD,Kipper,Jedrzejewsky,kjedrzejewskyea@unicef.org,MALE,50.0.38.204
253,POLICE LIEUTENANT,EASTERN DISTRICT,OTHER HISPANIC,45.0,18.0,4 YEARS COLLEGE,NO,BPD,Tremaine,Blaszczak,tblaszczakeb@chron.com,MALE,152.205.10.144
254,POLICE MAJOR/DIRECTOR,EASTERN DISTRICT,WHITE,40.0,15.0,1 YEAR COLLEGE OR LESS,NO,BPD,Paulo,Archell,parchelled@nsw.gov.au,MALE,218.151.162.10
255,POLICE OFFICER,EASTERN DISTRICT,AFRICAN AMERICAN,37.0,7.0,HGH SCHOOL GRADUATE,NO,BPD,Cy,Hubbis,chubbisef@de.vu,MALE,57.52.14.2
256,POLICE OFFICER,EASTERN DISTRICT,WHITE,32.0,9.0,HGH SCHOOL GRADUATE,YES,BPD,Tymothy,Rothwell,trothwelleh@wired.com,MALE,211.72.104.10
257,POLICE OFFICER,EASTERN DISTRICT,AFRICAN AMERICAN,44.0,16.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Andrej,Daleman,adalemanej@tripod.com,MALE,219.212.116.197
258,POLICE OFFICER,EASTERN DISTRICT,WHITE,47.0,19.0,HGH SCHOOL GRADUATE,NO,BPD,Basilius,Garfit,bgarfitek@qq.com,MALE,97.87.225.56
259,POLICE OFFICER,EASTERN DISTRICT,AFRICAN AMERICAN,32.0,8.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Herold,Aiskrigg,haiskriggeo@auda.org.au,MALE,11.108.45.111
260,POLICE OFFICER,EASTERN DISTRICT,OTHER HISPANIC,36.0,8.0,A.A. COMPLETED & RECEIVED,NO,BPD,Nappie,Oxbrow,noxbroweq@samsung.com,MALE,241.55.74.191
261,POLICE OFFICER,EASTERN DISTRICT,WHITE,33.0,6.0,HIGH SCHOOL GED / EQUIVALENCY,NO,BPD,Tymon,Yuill,tyuiller@quantcast.com,MALE,70.90.224.102
262,POLICE OFFICER,EASTERN DISTRICT,OTHER HISPANIC,37.0,8.0,HGH SCHOOL GRADUATE,NO,BPD,Georges,Burker,gburkeres@sfgate.com,MALE,141.68.182.84
263,POLICE OFFICER,EASTERN DISTRICT,WHITE,50.0,19.0,HGH SCHOOL GRADUATE,NO,BPD,Westleigh,Westcott,wwestcotteu@vinaora.com,MALE,153.79.206.94
264,POLICE OFFICER,EASTERN DISTRICT,AFRICAN AMERICAN,32.0,7.0,HGH SCHOOL GRADUATE,NO,BPD,Tedman,Ammer,tammerew@multiply.com,MALE,39.187.126.214
265,POLICE OFFICER,EASTERN DISTRICT,AFRICAN AMERICAN,40.0,20.0,1 YEAR COLLEGE OR LESS,NO,BPD,Aylmer,Esmonde,aesmondeex@example.com,MALE,179.5.244.110
266,POLICE OFFICER,EASTERN DISTRICT,WHITE,38.0,5.0,1 YEAR COLLEGE OR LESS,NO,BPD,Luce,Vennart,lvennartey@lulu.com,MALE,102.67.47.246
267,POLICE OFFICER,EASTERN DISTRICT,AFRICAN AMERICAN,50.0,11.0,HGH SCHOOL GRADUATE,NO,BPD,Vidovic,Tallowin,vtallowinez@sourceforge.net,MALE,158.175.34.140
268,POLICE OFFICER,EASTERN DISTRICT,WHITE,49.0,19.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Walton,Trayhorn,wtrayhornf1@hibu.com,MALE,226.151.113.27
269,POLICE OFFICER,EASTERN DISTRICT,AFRICAN AMERICAN,34.0,8.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Moise,Tresler,mtreslerf3@pagesperso-orange.fr,MALE,5.133.176.97
270,POLICE OFFICER,EASTERN DISTRICT,AFRICAN AMERICAN,51.0,25.0,5 YEARS COLLEGE,YES,BPD,Tadeo,Loadman,tloadmanfb@cyberchimps.com,MALE,216.10.9.153
271,POLICE OFFICER,EASTERN DISTRICT,AFRICAN AMERICAN,21.0,3.0,HGH SCHOOL GRADUATE,NO,BPD,Yorker,Greenough,ygreenoughfc@timesonline.co.uk,MALE,220.143.15.161
272,POLICE OFFICER,EASTERN DISTRICT,WHITE,24.0,1.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Nobe,Daldry,ndaldryfd@sitemeter.com,MALE,37.199.64.55
273,POLICE OFFICER,EASTERN DISTRICT,AFRICAN AMERICAN,47.0,17.0,HGH SCHOOL GRADUATE,NO,BPD,Keenan,Cheel,kcheelfe@plala.or.jp,MALE,158.225.57.177
274,POLICE OFFICER,EASTERN DISTRICT,OTHER HISPANIC,39.0,16.0,HGH SCHOOL GRADUATE,NO,BPD,Christian,Shipley,cshipleyfh@furl.net,MALE,71.77.74.218
275,POLICE OFFICER,EASTERN DISTRICT,AFRICAN AMERICAN,31.0,10.0,HGH SCHOOL GRADUATE,NO,BPD,Clerkclaude,Harmant,charmantfj@opera.com,MALE,56.158.96.130
276,POLICE OFFICER,EASTERN DISTRICT,AFRICAN AMERICAN,35.0,6.0,5 YEARS COLLEGE,NO,BPD,Whitaker,Peaurt,wpeaurtfk@google.fr,MALE,78.189.130.27
277,POLICE OFFICER,EASTERN DISTRICT,AFRICAN AMERICAN,27.0,6.0,HGH SCHOOL GRADUATE,NO,BPD,Jamesy,Peperell,jpeperellfl@mapy.cz,MALE,208.194.92.166
278,POLICE OFFICER,EASTERN DISTRICT,AFRICAN AMERICAN,36.0,7.0,A.A. COMPLETED & RECEIVED,NO,BPD,Aharon,Serfati,aserfatifm@omniture.com,MALE,15.228.83.248
279,POLICE OFFICER,EASTERN DISTRICT,WHITE,43.0,12.0,1 YEAR COLLEGE OR LESS,YES,BPD,Alisander,Maas,amaasfn@dion.ne.jp,MALE,156.74.34.237
280,POLICE OFFICER,EASTERN DISTRICT,WHITE,39.0,6.0,1 YEAR COLLEGE OR LESS,NO,BPD,Claudian,Chilvers,cchilversfo@reuters.com,MALE,164.108.120.201
281,POLICE OFFICER,EASTERN DISTRICT,AFRICAN AMERICAN,35.0,8.0,HGH SCHOOL GRADUATE,NO,BPD,Gray,Braznell,gbraznellfr@bing.com,MALE,57.104.104.139
282,POLICE OFFICER,EASTERN DISTRICT,AFRICAN AMERICAN,36.0,7.0,1 YEAR COLLEGE OR LESS,YES,BPD,Milo,Fennell,mfennellfu@un.org,MALE,131.76.184.138
283,POLICE OFFICER,EASTERN DISTRICT,WHITE,35.0,12.0,A.A. COMPLETED & RECEIVED,NO,BPD,Tab,Perham,tperhamfv@alibaba.com,MALE,185.124.174.78
284,POLICE OFFICER,EASTERN DISTRICT,WHITE,50.0,14.0,HGH SCHOOL GRADUATE,NO,BPD,Fee,Wycliff,fwyclifffw@usa.gov,MALE,156.172.86.51
285,POLICE OFFICER,EASTERN DISTRICT,AFRICAN AMERICAN,49.0,17.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Mordecai,Stoyle,mstoylefy@nymag.com,MALE,30.162.179.128
286,POLICE OFFICER,EASTERN DISTRICT,WHITE,37.0,7.0,A.A. COMPLETED & RECEIVED,NO,BPD,Bronson,Jackalin,bjackaling0@so-net.ne.jp,MALE,104.22.119.223
287,POLICE OFFICER,EASTERN DISTRICT,AFRICAN AMERICAN,35.0,9.0,HGH SCHOOL GRADUATE,NO,BPD,Olenolin,Gerok,ogerokg1@scribd.com,MALE,63.169.162.166
288,POLICE OFFICER,EASTERN DISTRICT,OTHER HISPANIC,51.0,14.0,HGH SCHOOL GRADUATE,NO,BPD,Ethelred,Sumpner,esumpnerg4@google.cn,MALE,137.250.2.108
289,POLICE OFFICER,EASTERN DISTRICT,AFRICAN AMERICAN,31.0,7.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Roldan,Miquelet,rmiqueletg6@dmoz.org,MALE,254.74.37.194
290,POLICE OFFICER,EASTERN DISTRICT,WHITE,42.0,18.0,A.A. COMPLETED & RECEIVED,NO,BPD,Ruddy,Wey,rweyg8@stanford.edu,MALE,0.126.241.81
291,POLICE OFFICER,EASTERN DISTRICT,AFRICAN AMERICAN,35.0,8.0,1 YEAR COLLEGE OR LESS,NO,BPD,Hamil,Hrachovec,hhrachovecg9@networksolutions.com,MALE,12.138.180.15
292,POLICE OFFICER,EASTERN DISTRICT,WHITE,40.0,8.0,HIGH SCHOOL GED / EQUIVALENCY,NO,BPD,Wilden,Digman,wdigmangc@deliciousdays.com,MALE,36.128.66.84
293,POLICE OFFICER,EASTERN DISTRICT,OTHER HISPANIC,43.0,8.0,A.A. COMPLETED & RECEIVED,NO,BPD,Brandon,McNish,bmcnishgd@stanford.edu,MALE,202.207.58.214
294,POLICE OFFICER,EASTERN DISTRICT,AFRICAN AMERICAN,43.0,15.0,1 YEAR COLLEGE OR LESS,NO,BPD,Gabie,Stanman,gstanmangi@clickbank.net,MALE,48.239.88.24
295,POLICE OFFICER,EASTERN DISTRICT,AFRICAN AMERICAN,28.0,7.0,HGH SCHOOL GRADUATE,NO,BPD,Bil,Puttock,bputtockgj@cam.ac.uk,MALE,178.169.216.56
296,POLICE OFFICER,EASTERN DISTRICT,AFRICAN AMERICAN,42.0,14.0,1 YEAR COLLEGE OR LESS,NO,BPD,Vinny,Warlock,vwarlockgk@chron.com,MALE,110.157.159.22
297,POLICE OFFICER,EASTERN DISTRICT,WHITE,45.0,16.0,1 YEAR COLLEGE OR LESS,NO,BPD,Tracie,Kilsby,tkilsbygn@tiny.cc,MALE,141.219.250.154
298,POLICE OFFICER,EASTERN DISTRICT,AFRICAN AMERICAN,47.0,9.0,2 YEARS COLLEGE; NO A. A.,YES,BPD,Bogart,Glassborow,bglassborowgr@theatlantic.com,MALE,4.223.14.233
299,POLICE OFFICER,EASTERN DISTRICT,WHITE,23.0,2.0,HGH SCHOOL GRADUATE,NO,BPD,Lyon,Gilardone,lgilardonegt@godaddy.com,MALE,77.220.163.155
300,POLICE OFFICER,EASTERN DISTRICT,WHITE,41.0,8.0,HGH SCHOOL GRADUATE,YES,BPD,Dukie,Aldington,daldingtongw@rediff.com,MALE,185.1.83.154
301,POLICE OFFICER,EASTERN DISTRICT,AFRICAN AMERICAN,32.0,6.0,3 YEARS COLLEGE,NO,BPD,Vasily,Eburah,veburahgz@narod.ru,MALE,41.161.241.90
302,POLICE OFFICER,EASTERN DISTRICT,AFRICAN AMERICAN,55.0,19.0,HIGH SCHOOL GED / EQUIVALENCY,NO,BPD,Brander,Maxworthy,bmaxworthyh3@shutterfly.com,MALE,82.53.212.252
303,POLICE OFFICER,EASTERN DISTRICT,WHITE,49.0,15.0,HGH SCHOOL GRADUATE,NO,BPD,Patrick,Moles,pmolesh4@mac.com,MALE,113.155.250.89
304,POLICE OFFICER,EASTERN DISTRICT,AFRICAN AMERICAN,30.0,7.0,HGH SCHOOL GRADUATE,YES,BPD,Aksel,Sprules,asprulesh5@edublogs.org,MALE,92.114.196.86
305,POLICE OFFICER,EASTERN DISTRICT,WHITE,43.0,16.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Kevin,Babbage,kbabbageh6@goo.gl,MALE,15.185.226.122
306,POLICE OFFICER,EASTERN DISTRICT,WHITE,45.0,6.0,HGH SCHOOL GRADUATE,NO,BPD,Haroun,Kinchin,hkinchinh7@archive.org,MALE,239.210.143.233
307,POLICE OFFICER,EASTERN DISTRICT,WHITE,32.0,6.0,HGH SCHOOL GRADUATE,NO,BPD,Forest,Vasyagin,fvasyaginh8@cloudflare.com,MALE,69.237.220.73
308,POLICE OFFICER,EASTERN DISTRICT,WHITE,45.0,19.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Tedmund,Van der Merwe,tvandermerweh9@dailymotion.com,MALE,142.170.235.16
309,POLICE OFFICER,EASTERN DISTRICT,AFRICAN AMERICAN,39.0,18.0,1 YEAR COLLEGE OR LESS,YES,BPD,Lindon,Reston,lrestonhf@bing.com,MALE,113.7.176.144
310,POLICE OFFICER,EASTERN DISTRICT,WHITE,46.0,14.0,HGH SCHOOL GRADUATE,YES,BPD,Kermit,Mathiasen,kmathiasenhg@accuweather.com,MALE,206.107.177.19
311,POLICE OFFICER,EASTERN DISTRICT,WHITE,40.0,18.0,HGH SCHOOL GRADUATE,NO,BPD,Keefe,Cough,kcoughhh@4shared.com,MALE,212.48.57.133
312,POLICE OFFICER,EASTERN DISTRICT,AFRICAN AMERICAN,44.0,6.0,HGH SCHOOL GRADUATE,YES,BPD,Llewellyn,Gritsaev,lgritsaevhl@sun.com,MALE,139.253.134.42
313,POLICE OFFICER,EASTERN DISTRICT,AFRICAN AMERICAN,39.0,18.0,HGH SCHOOL GRADUATE,YES,BPD,Franklin,Davidowich,fdavidowichhn@github.io,MALE,175.182.111.245
314,POLICE OFFICER,EASTERN DISTRICT,AFRICAN AMERICAN,39.0,14.0,HGH SCHOOL GRADUATE,NO,BPD,Danya,Kiellor,dkiellorhp@reuters.com,MALE,76.198.196.32
315,POLICE OFFICER,EASTERN DISTRICT,WHITE,45.0,18.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Sauncho,Loadwick,sloadwickhr@shutterfly.com,MALE,58.130.38.219
316,POLICE OFFICER,EASTERN DISTRICT,AFRICAN AMERICAN,52.0,12.0,1 YEAR COLLEGE OR LESS,NO,BPD,Windham,Hebdon,whebdonht@columbia.edu,MALE,183.189.116.106
317,POLICE OFFICER,EASTERN DISTRICT,WHITE,42.0,9.0,3 YEARS COLLEGE,NO,BPD,Jamesy,Hambribe,jhambribehw@comsenz.com,MALE,213.213.13.234
318,POLICE OFFICER,EASTERN DISTRICT,OTHER HISPANIC,39.0,9.0,HGH SCHOOL GRADUATE,NO,BPD,Dougie,Scamerdine,dscamerdinehz@ibm.com,MALE,172.37.8.176
319,POLICE OFFICER,EASTERN DISTRICT,WHITE,30.0,6.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Salomo,Aikman,saikmani0@newyorker.com,MALE,42.188.13.47
320,POLICE OFFICER,EASTERN DISTRICT,WHITE,36.0,4.0,HGH SCHOOL GRADUATE,NO,BPD,Benjy,Dumphrey,bdumphreyi3@instagram.com,MALE,22.220.210.168
321,POLICE OFFICER,EASTERN DISTRICT,AFRICAN AMERICAN,36.0,6.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Chris,Varsey,cvarseyi4@ocn.ne.jp,MALE,236.203.151.120
322,POLICE SERGEANT,EASTERN DISTRICT,WHITE,35.0,8.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Alanson,Barnwill,abarnwilli5@stumbleupon.com,MALE,175.127.106.75
